item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,apparel_l1_rn,gender_rn,fop_rn
"costco_clothing, luggage & handbags_khombu men's",costco,"clothing, luggage & handbags",Apparel,Other Apparel,null,Men's,lacrosse,null,1.1680721E7,39,238,37,6
"costco_clothing, luggage & handbags_chooka boot",costco,"clothing, luggage & handbags",Apparel,Other Apparel,null,Unisex/Undefined,null,null,9722120.0,41,285,211,5
"costco_clothing, luggage & handbags_lole_lol unisex fleece belt bag, assorted colors",costco,"clothing, luggage & handbags",Apparel,Other Apparel,null,Unisex/Undefined,null,null,9606422.0,43,291,216,6
"costco_clothing, luggage & handbags_clothing for boys_pants for boys___cat_cat men's fleece lined canvas pant",costco,"clothing, luggage & handbags > clothing for boys > pants for boys >  > ",Apparel,Other Apparel,null,Men's,null,null,9339166.0,45,298,48,7
"costco_clothing, luggage & handbags_clothing for men_socks & underwear for men_champion_unknown champion product",costco,"clothing, luggage & handbags > clothing for men > socks & underwear for men",Apparel,Other Apparel,null,Men's,null,null,8912235.0,46,308,50,8
"costco_sports & fitness_winter sports_winter gloves & accessories_head_head women’s touchscreen running gloves, small, gray or black",costco,sports & fitness > winter sports > winter gloves & accessories,Apparel,Other Apparel,null,Men's,null,null,8668780.0,47,315,51,9
"costco_clothing, luggage & handbags_khq_khq kids l/s playwear set",costco,"clothing, luggage & handbags",Apparel,Other Apparel,null,Kids,null,null,4036813.0,70,539,5,209
"costco_clothing, luggage & handbags_skechers_unknown skechers product",costco,"clothing, luggage & handbags",Footwear,null,null,Unisex/Undefined,basketball,outdoor_soccer,1.20350129E8,1,1,17,1
"costco_clothing, luggage & handbags_clothing for women_footwear & boots for women_skechers_skechers shoe",costco,"clothing, luggage & handbags > clothing for women > footwear & boots for women",Footwear,null,null,Women's,training,training_other,7.2528539E7,2,2,4,1
"costco_clothing, luggage & handbags_clothing for men_footwear & boots for men_skechers_skechers shoe",costco,"clothing, luggage & handbags > clothing for men > footwear & boots for men",Footwear,null,null,Men's,soccer,outdoor_soccer,5.4560443E7,3,3,11,1
"costco_clothing, luggage & handbags_clothing for women_footwear & boots for women_skechers_skechers ladies strap sandal",costco,"clothing, luggage & handbags > clothing for women > footwear & boots for women",Footwear,null,null,Women's,walking,null,3.5527348E7,4,4,12,1
"costco_clothing, luggage & handbags_puma sneaker",costco,"clothing, luggage & handbags",Footwear,null,null,Unisex/Undefined,basketball,cross_training,3.4581047E7,5,5,46,1
"costco_clothing, luggage & handbags_skechers_skechers delson",costco,"clothing, luggage & handbags",Footwear,null,null,Unisex/Undefined,cheer_dance,cross_training,2.8522034E7,6,6,59,1
"costco_clothing, luggage & handbags_clothing for men_footwear & boots for men_skechers_skecher sneaker",costco,"clothing, luggage & handbags > clothing for men > footwear & boots for men",Footwear,null,null,Men's,tennis,outdoor_soccer,2.5716912E7,7,7,22,1
"costco_clothing, luggage & handbags_mens clothing_shoes, boots, & sandals for men_eddie bauer_eddie bauer men's snowfoil winter boots",costco,"clothing, luggage & handbags > mens clothing > shoes, boots, & sandals for men",Footwear,null,null,Men's,hiking,null,2.1642721E7,8,8,24,8
"costco_clothing, luggage & handbags_clothing for women_footwear & boots for women_skechers_skechers gowalk joy women's shoes",costco,"clothing, luggage & handbags > clothing for women > footwear & boots for women",Footwear,null,null,Women's,training,cross_training,1.9954704E7,9,9,23,1
costco_shoes_puma_puma ladies' flex lite sneaker,costco,shoes,Footwear,null,null,Men's,basketball,outdoor_soccer,1.8289327E7,10,10,27,2
costco_shoes_32 degrees_unknown 32 degrees product,costco,shoes,Footwear,null,null,Men's,volleyball,outdoor_soccer,1.7238243E7,12,12,29,1
"costco_clothing, luggage & handbags_skechers_skechers bobs shoe",costco,"clothing, luggage & handbags",Footwear,null,null,Unisex/Undefined,training,cross_training,1.6723798E7,13,13,118,2
"costco_clothing, luggage & handbags_clothing for women_footwear & boots for women_skechers_skecher sneaker",costco,"clothing, luggage & handbags > clothing for women > footwear & boots for women",Footwear,null,null,Women's,training,training_other,1.4631881E7,14,14,33,2
"costco_clothing, luggage & handbags_clothing for women_footwear & boots for women_skechers_skechers slip on",costco,"clothing, luggage & handbags > clothing for women > footwear & boots for women",Footwear,null,null,Women's,training,cross_training,1.3668962E7,15,15,35,3
"costco_clothing, luggage & handbags_adidascrtsms",costco,"clothing, luggage & handbags",Footwear,null,null,Unisex/Undefined,tennis,cross_training,1.106866E7,16,16,188,1
"costco_clothing, luggage & handbags_skechers gwk",costco,"clothing, luggage & handbags",Footwear,null,null,Unisex/Undefined,wrestling,cross_training,9319074.0,17,17,222,1
"costco_clothing, luggage & handbags_hurley shoe",costco,"clothing, luggage & handbags",Footwear,null,null,Unisex/Undefined,tennis,cross_training,8234254.0,18,18,243,2
"costco_clothing, luggage & handbags_clothing for kids_shoes for kids_skechers_skechers kids' swift fit sneaker",costco,"clothing, luggage & handbags > clothing for kids > shoes for kids",Footwear,null,null,Kids,null,null,558835.0,25,25,6,260
"costco_clothing, luggage & handbags_clothing for kids_shoes for kids_32 degrees_32 degrees kid's cushion strap sandal",costco,"clothing, luggage & handbags > clothing for kids > shoes for kids",Footwear,null,null,Kids,null,null,136698.0,26,26,7,261
"costco_clothing, luggage & handbags_clothing for kids_shoes for kids_adidas_adidas kids' breaknet shoe",costco,"clothing, luggage & handbags > clothing for kids > shoes for kids",Footwear,null,null,Kids,null,null,96171.0,27,27,8,262
"costco_clothing, luggage & handbags_clothing for kids_shoes for kids_skechers_skechers kids' bounder shoe",costco,"clothing, luggage & handbags > clothing for kids > shoes for kids",Footwear,null,null,Kids,null,null,61938.0,28,28,9,263
"costco_clothing, luggage & handbags_clothing for kids_shoes for kids_dearfoams_dearfoams lil bear family slipper",costco,"clothing, luggage & handbags > clothing for kids > shoes for kids",Footwear,null,null,Kids,null,null,60525.0,29,29,10,264
dicks_sporting_goods_athletic clothing_men's clothing_men's shorts_shorts_nike_nike men's club french terry flow shorts,dicks_sporting_goods,athletic clothing > men's clothing > men's shorts > shorts,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,null,2.3461966E7,1,95,62,29
dicks_sporting_goods_athletic clothing_men's clothing_men's pants_pants_under armour_under armour men's heatgear armour leggings,dicks_sporting_goods,athletic clothing > men's clothing > men's pants > pants,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,null,1.4533114E7,2,204,146,69
dicks_sporting_goods_athletic clothing_women's clothing_women's pants_pants_dick's sporting goods_dsg women's cold weather compression legging,dicks_sporting_goods,athletic clothing > women's clothing > women's pants > pants,Apparel,Bottoms,Baselayer Bottoms,Women's,hiking,null,1.2890711E7,3,248,101,25
dicks_sporting_goods_athletic clothing_men's clothing_men's pants_pants_under armour_under armour men's coldgear compression leggings,dicks_sporting_goods,athletic clothing > men's clothing > men's pants > pants,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,null,1.2285654E7,4,275,197,88
dicks_sporting_goods_athletic clothing_men's clothing_men's pants_pants_dick's sporting goods_dsg men's cold weather compression tights,dicks_sporting_goods,athletic clothing > men's clothing > men's pants > pants,Apparel,Bottoms,Baselayer Bottoms,Men's,hiking,null,1.1345283E7,5,316,224,42
dicks_sporting_goods_athletic clothing_boys' clothing_pants_pants & joggers_under armour_under armour boys' coldgear armour leggings,dicks_sporting_goods,athletic clothing > boys' clothing > pants > pants & joggers,Apparel,Bottoms,Baselayer Bottoms,Kids,basketball,null,1.1200813E7,6,322,51,102
"dicks_sporting_goods_athletic clothing_men's clothing_men's shorts_shorts_under armour_under armour men's heatgear compression 6"" shorts",dicks_sporting_goods,athletic clothing > men's clothing > men's shorts > shorts,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,null,1.0561115E7,7,350,243,113
"dicks_sporting_goods_athletic clothing_men's clothing_men's shorts_shorts_dick's sporting goods_dsg men's 6"" agility woven shorts",dicks_sporting_goods,athletic clothing > men's clothing > men's shorts > shorts,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,null,9203788.0,8,438,309,142
dicks_sporting_goods_athletic clothing_men's clothing_men's shorts_shorts_under armour_under armour men's 6'' heatgear armour 2.0 compression shorts,dicks_sporting_goods,athletic clothing > men's clothing > men's shorts > shorts,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,null,8994043.0,9,452,320,150
"dicks_sporting_goods_athletic clothing_men's clothing_men's shorts_shorts_under armour_under armour men's heatgear long compression 9"" shorts",dicks_sporting_goods,athletic clothing > men's clothing > men's shorts > shorts,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,null,8042619.0,10,528,368,172
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike dunk low - women's,foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bottoms,Other Bottoms,Women's,sportswear,null,7.1037656E7,1,6,3,1
foot_locker_shoes_performance basketball shoes_performance basketball shoes_nike_nike kyrie infinity - men's,foot_locker,shoes > performance basketball shoes > performance basketball shoes,Apparel,Bottoms,Other Bottoms,Men's,basketball,null,4.8391197E7,2,18,25,1
foot_locker_shoes_casual sneakers_casual sneakers_vans_vans old skool - men's,foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bottoms,Other Bottoms,Men's,sportswear,null,3.336558E7,3,29,44,3
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air force 1 low '24 - boys' grade school,foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bottoms,Other Bottoms,Kids,sportswear,null,3.2284721E7,4,30,18,4
foot_locker_shoes_performance basketball shoes_performance basketball shoes_jordan_jordan retro 4 - men's,foot_locker,shoes > performance basketball shoes > performance basketball shoes,Apparel,Bottoms,Other Bottoms,Men's,basketball,null,3.1371616E7,5,31,47,2
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air force 1 lv8 - boys' grade school,foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bottoms,Other Bottoms,Kids,sportswear,null,2.8339072E7,6,36,19,5
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air force 1 low '07 - men's,foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bottoms,Other Bottoms,Men's,training,null,1.9172343E7,7,55,68,14
foot_locker_shoes_casual sneakers_casual sneakers_adidas_adidas originals nmd r1 casual shoes - boys' grade school,foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bottoms,Other Bottoms,Kids,sportswear,null,1.5382072E7,8,78,48,7
foot_locker_shoes_performance basketball shoes_performance basketball shoes_nike_nike zoom freak 4 - men's,foot_locker,shoes > performance basketball shoes > performance basketball shoes,Apparel,Bottoms,Other Bottoms,Men's,basketball,null,1.0910295E7,9,111,121,3
foot_locker_shoes_performance basketball shoes_performance basketball shoes_nike_nike lebron xx - men's,foot_locker,shoes > performance basketball shoes > performance basketball shoes,Apparel,Bottoms,Other Bottoms,Men's,basketball,null,8720754.0,10,137,156,5
foot_locker_shoes_performance basketball shoes_performance basketball shoes_nike_nike court borough low recraft - boys' grade school,foot_locker,shoes > performance basketball shoes > performance basketball shoes,Apparel,Bottoms,Other Bottoms,Men's,basketball,null,8047632.0,11,151,172,8
foot_locker_shoes_casual sneakers_casual basketball sneakers_nike_nike air force 1 '07 le low - men's,foot_locker,shoes > casual sneakers > casual basketball sneakers,Apparel,Bottoms,Other Bottoms,Men's,basketball,null,7616145.0,12,158,179,9
foot_locker_shoes_performance basketball shoes_performance basketball shoes_nike_nike air more uptempo - boys' grade school,foot_locker,shoes > performance basketball shoes > performance basketball shoes,Apparel,Bottoms,Other Bottoms,Men's,sportswear,null,6807823.0,13,176,202,9
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air force 1 '07 lv8 na - men's,foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bottoms,Other Bottoms,Men's,sportswear,null,6188194.0,14,185,218,10
foot_locker_shoes_performance running shoes_performance running shoes_nike_nike air max plus remaster - boys' grade school,foot_locker,shoes > performance running shoes > performance running shoes,Apparel,Bottoms,Other Bottoms,Men's,running,null,2820633.0,22,381,431,4
foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air max pre day - women's,foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bottoms,Other Bottoms,Women's,running,null,1830587.0,31,538,151,6
foot_locker_shoes_casual sneakers_casual running sneakers_nike_nike air max cirro slide - men's,foot_locker,shoes > casual sneakers > casual running sneakers,Apparel,Bottoms,Other Bottoms,Men's,running,null,1469419.0,38,656,734,8
foot_locker_shoes_performance running shoes_performance running shoes_brooks_brooks revel 5 - men's,foot_locker,shoes > performance running shoes > performance running shoes,Apparel,Bottoms,Other Bottoms,Men's,running,null,1106690.0,49,825,945,10
foot_locker_clothing_shorts_shorts_nike_nike gx club shorts - men's,foot_locker,clothing > shorts > shorts,Apparel,Bottoms,Shorts,Men's,basketball,null,6133277.0,1,188,220,14
foot_locker_clothing_shorts_shorts_lckr_lckr sunnyside shorts - men's,foot_locker,clothing > shorts > shorts,Apparel,Bottoms,Shorts,Men's,basketball,null,6089215.0,2,189,222,15
foot_locker_clothing_shorts_shorts_nike_nike club flow shorts - men's,foot_locker,clothing > shorts > shorts,Apparel,Bottoms,Shorts,Men's,volleyball,null,4502840.0,3,256,296,3
foot_locker_clothing_shorts_shorts_nike_nike cargo club shorts - men's,foot_locker,clothing > shorts > shorts,Apparel,Bottoms,Shorts,Men's,tennis,null,4111944.0,4,277,317,26
foot_locker_clothing_shorts_shorts_nike_nike club alumni ft shorts - men's,foot_locker,clothing > shorts > shorts,Apparel,Bottoms,Shorts,Men's,basketball,null,3302456.0,5,337,383,30
foot_locker_clothing_shorts_shorts_nike_nike sportswear  club woven lnd flow shorts - men's,foot_locker,clothing > shorts > shorts,Apparel,Bottoms,Shorts,Men's,basketball,null,3253328.0,6,344,390,32
foot_locker_clothing_shorts_shorts_nike_nike club alumni shorts - men's,foot_locker,clothing > shorts > shorts,Apparel,Bottoms,Shorts,Men's,basketball,null,2804094.0,7,387,435,35
